20160814_1001_1/1,"(125, 125)","(178, 74)",43.8982938848
20160814_1001_1/2,"(125, 125)","(177, 96)",29.1480718457
20160814_1001_1/3,"(125, 125)","(197, 53)",45.0
20160814_1001_1/4,"(125, 125)","(220, 105)",11.8886580396
20160814_1001_1/5,"(125, 125)","(235, 56)",32.0989272548
20160814_1001_1/6,"(125, 125)","(196, 101)",18.6767017322
20160814_1002_0/0,"(125, 125)","(191, 66)",41.794784069
20160814_1002_0/2,"(125, 125)","(183, 51)",51.911227119
20160814_1002_0/3,"(125, 125)","(146, 44)",75.4655449195
20160814_1002_0/4,"(125, 125)","(199, 63)",39.9575489308
20160814_1002_0/5,"(125, 125)","(170, 70)",50.7105931375
20160814_1002_1/0,"(125, 125)","(202, 55)",42.2736890061
20160814_1002_1/1,"(125, 125)","(138, 197)",-79.7651972366
20160814_1002_1/10,"(125, 125)","(201, 64)",38.751628335
20160814_1002_1/12,"(125, 125)","(222, 90)",19.840698084
20160814_1002_1/13,"(125, 125)","(218, 129)",-2.46281667592
20160814_1002_1/14,"(125, 125)","(224, 63)",32.0573757342
20160814_1002_1/15,"(125, 125)","(207, 146)",-14.3645824497
20160814_1002_1/17,"(125, 125)","(208, 101)",16.127575826
20160814_1002_1/18,"(125, 125)","(206, 87)",25.1329549929
20160814_1002_1/19,"(125, 125)","(198, 109)",12.3624924157
20160814_1002_1/2,"(125, 125)","(215, 109)",10.0805979875
20160814_1002_1/20,"(125, 125)","(230, 127)",-1.09121622526
20160814_1002_1/21,"(125, 125)","(200, 65)",38.6598082541
20160814_1002_1/22,"(125, 125)","(207, 89)",23.702645951
20160814_1002_1/23,"(125, 125)","(229, 106)",10.3533200439
20160814_1002_1/24,"(125, 125)","(210, 110)",10.0079798014
20160814_1002_1/25,"(125, 125)","(174, 71)",47.7791668641
20160814_1002_1/26,"(125, 125)","(205, 91)",23.0254920085
20160814_1002_1/27,"(125, 125)","(186, 87)",31.9208762199
20160814_1002_1/3,"(125, 125)","(121, 181)",-94.08561678
20160814_1002_1/4,"(125, 125)","(217, 109)",9.86580694308
