20160814_1001_1/1,"(125, 125)","(207, 64)",36.6456491646
20160814_1001_1/2,"(125, 125)","(216, 103)",13.5909484478
20160814_1001_1/3,"(125, 125)","(219, 30)",45.3031494437
20160814_1001_1/4,"(125, 125)","(233, 110)",7.90716270296
20160814_1001_1/5,"(125, 125)","(226, 47)",37.678091713
20160814_1001_1/6,"(125, 125)","(234, 98)",13.9124946765
20160814_1002_0/0,"(125, 125)","(209, 50)",41.7602997039
20160814_1002_0/2,"(125, 125)","(215, 31)",46.2453642668
20160814_1002_0/3,"(125, 125)","(162, 20)",70.5885131413
20160814_1002_0/4,"(125, 125)","(210, 33)",47.2647545482
20160814_1002_0/5,"(125, 125)","(214, 26)",48.0447784442
20160814_1002_1/0,"(125, 125)","(208, 25)",50.3073268493
20160814_1002_1/1,"(125, 125)","(133, 230)",-85.6430249942
20160814_1002_1/10,"(125, 125)","(219, 43)",41.0995062576
20160814_1002_1/12,"(125, 125)","(228, 52)",35.3266445676
20160814_1002_1/13,"(125, 125)","(233, 133)",-4.23639479906
20160814_1002_1/14,"(125, 125)","(228, 35)",41.1465195464
20160814_1002_1/15,"(125, 125)","(238, 152)",-13.4381881584
20160814_1002_1/17,"(125, 125)","(238, 75)",23.8683300133
20160814_1002_1/18,"(125, 125)","(231, 50)",35.2812077972
20160814_1002_1/19,"(125, 125)","(216, 89)",21.5839692418
20160814_1002_1/2,"(125, 125)","(238, 108)",8.55555824341
20160814_1002_1/20,"(125, 125)","(238, 122)",1.52076966114
20160814_1002_1/21,"(125, 125)","(227, 27)",43.8542371618
20160814_1002_1/22,"(125, 125)","(235, 66)",28.207490879
20160814_1002_1/23,"(125, 125)","(245, 83)",19.2900462192
20160814_1002_1/24,"(125, 125)","(237, 80)",21.8895567699
20160814_1002_1/25,"(125, 125)","(227, 65)",30.4655449195
20160814_1002_1/26,"(125, 125)","(231, 74)",25.6936996594
20160814_1002_1/27,"(125, 125)","(238, 68)",26.7675089193
20160814_1002_1/3,"(125, 125)","(122, 241)",-91.4814571709
20160814_1002_1/4,"(125, 125)","(242, 61)",28.6790362694
20160814_1002_1/5,"(125, 125)","(246, 76)",22.0459134624
20160814_1002_1/6,"(125, 125)","(244, 110)",7.18426739243
20160814_1002_1/7,"(125, 125)","(239, 75)",23.6820877245
20160814_1002_1/8,"(125, 125)","(32, 233)",-130.7321067
20160814_1002_1/9,"(125, 125)","(38, 228)",-130.186449106
20160814_1003_0/0,"(125, 125)","(186, 28)",57.8356094864
20160814_1003_0/1,"(125, 125)","(221, 29)",45.0
20160814_1003_1/0,"(125, 125)","(226, 175)",-26.3376881661
20160814_1003_1/1,"(125, 125)","(225, 80)",24.227745318
20160814_1003_1/10,"(125, 125)","(115, 240)",-94.9697407281
20160814_1003_1/11,"(125, 125)","(39, 190)",-142.917503035
20160814_1003_1/12,"(125, 125)","(87, 229)",-110.071525865
20160814_1003_1/13,"(125, 125)","(65, 216)",-123.398488468
20160814_1003_1/14,"(125, 125)","(212, 51)",40.3836479064
20160814_1003_1/15,"(125, 125)","(118, 237)",-93.576334375
20160814_1003_1/16,"(125, 125)","(222, 101)",13.897176315
20160814_1003_1/17,"(125, 125)","(48, 211)",-131.839638374
20160814_1003_1/18,"(125, 125)","(203, 106)",13.6900496175
20160814_1003_1/19,"(125, 125)","(79, 213)",-117.597295869
20160814_1003_1/2,"(125, 125)","(193, 114)",9.18883607736
20160814_1003_1/20,"(125, 125)","(74, 200)",-124.215702132
20160814_1003_1/21,"(125, 125)","(82, 216)",-115.292021157
20160814_1003_1/22,"(125, 125)","(47, 218)",-129.986886245
20160814_1003_1/3,"(125, 125)","(233, 87)",19.3845156794
20160814_1003_1/4,"(125, 125)","(57, 196)",-133.763592397
20160814_1003_1/5,"(125, 125)","(62, 195)",-131.987212496
20160814_1003_1/6,"(125, 125)","(81, 216)",-115.8045324
20160814_1003_1/7,"(125, 125)","(201, 64)",38.751628335
20160814_1003_1/8,"(125, 125)","(217, 89)",21.3706222693
20160814_1003_1/9,"(125, 125)","(53, 192)",-137.060111024
20160814_1004_1/0,"(125, 125)","(230, 188)",-30.9637565321
20160814_1004_1/1,"(125, 125)","(229, 171)",-23.8601751913
20160814_1004_1/10,"(125, 125)","(47, 196)",-137.689770323
20160814_1004_1/12,"(125, 125)","(62, 184)",-136.877877447
