20160814_1001_1/1,"(125, 125)","(189, 69)",41.1859251657
20160814_1001_1/2,"(125, 125)","(208, 109)",10.9111283843
20160814_1001_1/3,"(125, 125)","(202, 44)",46.4502162909
20160814_1001_1/4,"(125, 125)","(221, 102)",13.4731581127
20160814_1001_1/5,"(125, 125)","(212, 67)",33.690067526
20160814_1001_1/6,"(125, 125)","(217, 103)",13.4486150517
20160814_1002_0/0,"(125, 125)","(192, 66)",41.3670492605
20160814_1002_0/2,"(125, 125)","(185, 63)",45.9391909457
20160814_1002_0/3,"(125, 125)","(173, 49)",57.7243556854
20160814_1002_0/4,"(125, 125)","(202, 41)",47.489552922
20160814_1002_0/5,"(125, 125)","(196, 34)",52.0379407632
20160814_1002_1/0,"(125, 125)","(210, 42)",44.3179396068
20160814_1002_1/1,"(125, 125)","(135, 211)",-83.3674853849
20160814_1002_1/10,"(125, 125)","(202, 76)",32.4711922908
20160814_1002_1/12,"(125, 125)","(235, 105)",10.3048464688
20160814_1002_1/13,"(125, 125)","(247, 131)",-2.81555668421
20160814_1002_1/14,"(125, 125)","(223, 59)",33.9590598197
20160814_1002_1/15,"(125, 125)","(233, 153)",-14.5344550805
20160814_1002_1/17,"(125, 125)","(241, 87)",18.1380821556
20160814_1002_1/18,"(125, 125)","(219, 70)",30.3321750963
20160814_1002_1/19,"(125, 125)","(230, 101)",12.8750015596
20160814_1002_1/2,"(125, 125)","(238, 94)",15.340890764
20160814_1002_1/20,"(125, 125)","(241, 135)",-4.92710994765
20160814_1002_1/21,"(125, 125)","(199, 79)",31.8659776936
20160814_1002_1/22,"(125, 125)","(208, 80)",28.4651621427
20160814_1002_1/23,"(125, 125)","(226, 107)",10.105036365
20160814_1002_1/24,"(125, 125)","(233, 113)",6.34019174591
20160814_1002_1/25,"(125, 125)","(205, 61)",38.6598082541
20160814_1002_1/26,"(125, 125)","(202, 69)",36.0273733851
20160814_1002_1/27,"(125, 125)","(211, 59)",37.5041423603
20160814_1002_1/3,"(125, 125)","(128, 212)",-88.0250659891
20160814_1002_1/4,"(125, 125)","(215, 113)",7.59464336859
20160814_1002_1/5,"(125, 125)","(236, 117)",4.12229781178
20160814_1002_1/6,"(125, 125)","(235, 90)",17.6501242199
20160814_1002_1/7,"(125, 125)","(230, 96)",15.4396455353
20160814_1002_1/8,"(125, 125)","(84, 222)",-112.912828397
20160814_1002_1/9,"(125, 125)","(85, 189)",-122.005383208
20160814_1003_0/0,"(125, 125)","(169, 42)",62.0710212913
20160814_1003_0/1,"(125, 125)","(194, 35)",52.5238204386
20160814_1003_1/0,"(125, 125)","(197, 147)",-16.990823292
20160814_1003_1/1,"(125, 125)","(224, 74)",27.2553283749
20160814_1003_1/10,"(125, 125)","(116, 196)",-97.224315694
20160814_1003_1/11,"(125, 125)","(67, 176)",-138.674499521
20160814_1003_1/12,"(125, 125)","(102, 181)",-112.328656378
20160814_1003_1/13,"(125, 125)","(79, 171)",-135.0
20160814_1003_1/14,"(125, 125)","(212, 51)",40.3836479064
20160814_1003_1/15,"(125, 125)","(111, 198)",-100.856413348
20160814_1003_1/16,"(125, 125)","(227, 102)",12.7071135013
20160814_1003_1/17,"(125, 125)","(53, 214)",-128.972469704
20160814_1003_1/18,"(125, 125)","(229, 84)",21.5158847095
20160814_1003_1/19,"(125, 125)","(90, 183)",-121.108808829
20160814_1003_1/2,"(125, 125)","(217, 110)",9.26022153117
20160814_1003_1/20,"(125, 125)","(72, 203)",-124.195605402
20160814_1003_1/21,"(125, 125)","(95, 205)",-110.55604522
20160814_1003_1/22,"(125, 125)","(65, 197)",-129.805571092
20160814_1003_1/3,"(125, 125)","(239, 96)",14.2725133844
20160814_1003_1/4,"(125, 125)","(71, 204)",-124.354336655
20160814_1003_1/5,"(125, 125)","(69, 213)",-122.471192291
20160814_1003_1/6,"(125, 125)","(94, 206)",-110.94265055
20160814_1003_1/7,"(125, 125)","(217, 77)",27.5528115767
20160814_1003_1/8,"(125, 125)","(217, 92)",19.7326894997
20160814_1003_1/9,"(125, 125)","(39, 215)",-133.698047327
20160814_1004_1/0,"(125, 125)","(232, 190)",-31.2777028669
20160814_1004_1/1,"(125, 125)","(221, 196)",-36.4860120702
20160814_1004_1/10,"(125, 125)","(42, 205)",-136.054404504
20160814_1004_1/12,"(125, 125)","(44, 214)",-132.30571571
20160814_1004_1/2,"(125, 125)","(240, 177)",-24.3312419169
20160814_1004_1/3,"(125, 125)","(49, 178)",-145.109298492
20160814_1004_1/4,"(125, 125)","(134, 213)",-84.1605076885
20160814_1004_1/5,"(125, 125)","(235, 169)",-21.8014094864
20160814_1004_1/6,"(125, 125)","(228, 173)",-24.9864332048
20160814_1004_1/7,"(125, 125)","(91, 209)",-112.03622694
20160814_1004_1/8,"(125, 125)","(105, 214)",-102.665063765
20160814_1004_1/9,"(125, 125)","(60, 186)",-136.818302964
20160814_1005_1/0,"(125, 125)","(84, 202)",-118.033851891
20160814_1005_1/1,"(125, 125)","(77, 181)",-130.601294645
20160814_1005_1/3,"(125, 125)","(107, 196)",-104.225963899
20160814_1005_1/4,"(125, 125)","(107, 191)",-105.255118703
20160814_1005_1/6,"(125, 125)","(58, 188)",-136.762391024
20160814_1005_1/7,"(125, 125)","(121, 221)",-92.3859440304
20160814_1005_1/8,"(125, 125)","(48, 216)",-130.236358309
20160814_1005_1/9,"(125, 125)","(54, 214)",-128.58121327
20160814_1006_1/0,"(125, 125)","(228, 166)",-21.7054367461
20160814_1007_1/0,"(125, 125)","(235, 116)",4.67741785888
20160814_1007_1/1,"(125, 125)","(242, 51)",32.3124786261
20160814_1007_1/10,"(125, 125)","(245, 42)",34.670317911
20160814_1007_1/11,"(125, 125)","(247, 69)",24.6558987441
20160814_1007_1/12,"(125, 125)","(249, 73)",22.7509763428
20160814_1007_1/13,"(125, 125)","(246, 68)",25.2239233974
20160814_1007_1/14,"(125, 125)","(223, 63)",32.3196165082
20160814_1007_1/15,"(125, 125)","(233, 107)",9.46232220803
20160814_1007_1/16,"(125, 125)","(230, 79)",23.6579969988
20160814_1007_1/17,"(125, 125)","(245, 78)",21.3886228278
20160814_1007_1/2,"(125, 125)","(236, 113)",6.17017509503
20160814_1007_1/3,"(125, 125)","(243, 108)",8.19806884602
20160814_1007_1/4,"(125, 125)","(213, 60)",36.4509231796
20160814_1007_1/5,"(125, 125)","(231, 67)",28.6861475737
20160814_1007_1/6,"(125, 125)","(230, 76)",25.0168934781
20160814_1007_1/7,"(125, 125)","(232, 61)",30.8849453307
20160814_1007_1/8,"(125, 125)","(231, 79)",23.4590240815
20160814_1007_1/9,"(125, 125)","(241, 71)",24.9627898308
20160814_1008_1/0,"(125, 125)","(244, 98)",12.7834539414
20160814_1008_1/10,"(125, 125)","(242, 58)",29.7975912908
20160814_1008_1/11,"(125, 125)","(247, 61)",27.6810615685
20160814_1008_1/12,"(125, 125)","(48, 185)",-142.073537675
20160814_1008_1/16,"(125, 125)","(218, 68)",31.5042667192
20160814_1008_1/17,"(125, 125)","(221, 89)",20.5560452196
20160814_1008_1/19,"(125, 125)","(218, 70)",30.5999786932
20160814_1008_1/2,"(125, 125)","(233, 112)",6.86369191463
20160814_1008_1/20,"(125, 125)","(183, 210)",-55.6922121553
20160814_1008_1/22,"(125, 125)","(239, 126)",-0.502581666721
20160814_1008_1/23,"(125, 125)","(229, 135)",-5.49232455713
20160814_1008_1/3,"(125, 125)","(226, 71)",28.1313423641
20160814_1008_1/4,"(125, 125)","(239, 112)",6.50562664568
20160814_1008_1/5,"(125, 125)","(230, 157)",-16.9492242338
20160814_1008_1/6,"(125, 125)","(209, 200)",-41.7602997039
20160814_1008_1/7,"(125, 125)","(230, 57)",32.9278626532
20160814_1008_1/8,"(125, 125)","(234, 61)",30.4195796028
20160814_1008_1/9,"(125, 125)","(59, 210)",-127.828287835
20160814_1009_0/0,"(125, 125)","(105, 213)",-102.804266065
20160814_1009_0/1,"(125, 125)","(51, 186)",-140.50041147
20160814_1009_1/0,"(125, 125)","(229, 65)",29.9816393688
20160814_1009_1/1,"(125, 125)","(220, 39)",42.1533830842
20160814_1009_1/2,"(125, 125)","(240, 131)",-2.98663699048
20160814_1009_1/3,"(125, 125)","(239, 65)",27.7585406011
20160814_1009_1/4,"(125, 125)","(239, 54)",31.9149400638
20160814_1009_1/5,"(125, 125)","(237, 93)",15.9453959009
20160814_1010_0/2,"(125, 125)","(79, 192)",-124.47221388
20160814_1010_1/0,"(125, 125)","(223, 70)",29.3022074821
20160814_1010_1/1,"(125, 125)","(236, 110)",7.69605172202
20160814_1011_1/2,"(125, 125)","(238, 135)",-5.05724853256
20160814_1011_1/3,"(125, 125)","(228, 174)",-25.441748463
20160814_1011_1/4,"(125, 125)","(243, 116)",4.36157264502
20160814_1011_1/5,"(125, 125)","(243, 106)",9.14708038488
20160814_1011_1/6,"(125, 125)","(243, 114)",5.32574062477
20160814_1011_1/7,"(125, 125)","(244, 113)",5.75826016437
20160814_1011_1/9,"(125, 125)","(235, 152)",-13.7908668974
20160814_1014_1/0,"(125, 125)","(237, 72)",25.3241814019
20160814_1014_1/1,"(125, 125)","(240, 73)",24.3312419169
20160814_1016_1/0,"(125, 125)","(235, 163)",-19.0577045101
20160814_1016_1/1,"(125, 125)","(147, 222)",-77.2212668116
20160814_1016_1/2,"(125, 125)","(128, 218)",-88.152389734
20160814_1016_1/3,"(125, 125)","(95, 222)",-107.185706144
20160814_1016_1/4,"(125, 125)","(66, 218)",-122.391393207
20160814_1016_1/5,"(125, 125)","(38, 199)",-139.616352094
20160814_1018_1/0,"(125, 125)","(209, 217)",-47.6025622025
20160814_1018_1/1,"(125, 125)","(234, 114)",5.7626328866
20160814_1019_1/0,"(125, 125)","(165, 21)",68.9624889746
20160814_1019_1/1,"(125, 125)","(189, 16)",59.5804203972
20160814_1019_1/10,"(125, 125)","(233, 159)",-17.4747742563
20160814_1019_1/11,"(125, 125)","(228, 181)",-28.532453207
20160814_1019_1/12,"(125, 125)","(233, 148)",-12.0222766862
20160814_1019_1/2,"(125, 125)","(205, 24)",51.617987288
20160814_1019_1/3,"(125, 125)","(207, 25)",50.6482473737
20160814_1019_1/4,"(125, 125)","(200, 37)",49.5599500874
20160814_1019_1/5,"(125, 125)","(203, 23)",52.5946433686
20160814_1019_1/6,"(125, 125)","(150, 10)",77.7352262721
20160814_1019_1/7,"(125, 125)","(232, 171)",-23.2631855026
20160814_1019_1/8,"(125, 125)","(228, 31)",42.3842451246
20160814_1019_1/9,"(125, 125)","(228, 182)",-28.960056694
20160814_1021_0/2,"(125, 125)","(37, 171)",-152.402704131
20160814_1022_1/0,"(125, 125)","(240, 92)",16.0111774788
20160814_1022_1/1,"(125, 125)","(244, 84)",19.0107664162
20160814_1022_1/10,"(125, 125)","(239, 95)",14.7435628365
20160814_1022_1/11,"(125, 125)","(240, 42)",35.8194580424
20160814_1022_1/12,"(125, 125)","(240, 122)",1.49433359127
20160814_1022_1/13,"(125, 125)","(237, 76)",23.6293777307
20160814_1022_1/14,"(125, 125)","(243, 116)",4.36157264502
20160814_1022_1/2,"(125, 125)","(242, 92)",15.7511736635
20160814_1022_1/3,"(125, 125)","(233, 93)",16.5043613818
20160814_1022_1/4,"(125, 125)","(235, 89)",18.1218602479
20160814_1022_1/5,"(125, 125)","(238, 107)",9.05072167718
20160814_1022_1/6,"(125, 125)","(246, 115)",4.72445169717
20160814_1022_1/7,"(125, 125)","(240, 101)",11.7881832991
20160814_1022_1/8,"(125, 125)","(123, 24)",91.134421631
20160814_1022_1/9,"(125, 125)","(214, 62)",35.2933475907
20160814_1023_1/0,"(125, 125)","(228, 139)",-7.74034115884
20160814_1023_1/10,"(125, 125)","(235, 139)",-7.25319461273
20160814_1023_1/11,"(125, 125)","(235, 135)",-5.19442890773
20160814_1023_1/12,"(125, 125)","(231, 152)",-14.2903250818
20160814_1023_1/13,"(125, 125)","(238, 90)",17.2095575205
20160814_1023_1/15,"(125, 125)","(54, 67)",140.754565331
20160814_1023_1/2,"(125, 125)","(220, 58)",35.1939072401
20160814_1023_1/3,"(125, 125)","(233, 150)",-13.0333563259
