20160814_1001_1/1,"(125, 125)","(218, 50)",38.8844964337
20160814_1001_1/2,"(125, 125)","(228, 119)",3.33385066154
20160814_1001_1/3,"(125, 125)","(225, 45)",38.6598082541
20160814_1001_1/4,"(125, 125)","(229, 106)",10.3533200439
20160814_1001_1/5,"(125, 125)","(225, 62)",32.2109277237
20160814_1001_1/6,"(125, 125)","(214, 94)",19.2039735055
20160814_1002_0/0,"(125, 125)","(213, 70)",32.0053832081
20160814_1002_0/2,"(125, 125)","(190, 57)",46.2921668862
20160814_1002_0/3,"(125, 125)","(164, 40)",65.3532291481
20160814_1002_0/4,"(125, 125)","(183, 50)",52.2840236544
20160814_1002_0/5,"(125, 125)","(201, 49)",45.0
20160814_1002_1/0,"(125, 125)","(210, 44)",43.6196459266
20160814_1002_1/1,"(125, 125)","(144, 232)",-79.9309373011
20160814_1002_1/10,"(125, 125)","(215, 64)",34.1285470741
20160814_1002_1/12,"(125, 125)","(234, 94)",15.8759465052
20160814_1002_1/13,"(125, 125)","(238, 132)",-3.54476645559
20160814_1002_1/14,"(125, 125)","(222, 66)",31.3099503825
20160814_1002_1/15,"(125, 125)","(228, 151)",-14.1670555226
20160814_1002_1/17,"(125, 125)","(242, 108)",8.26717333551
20160814_1002_1/18,"(125, 125)","(210, 72)",31.9447527762
20160814_1002_1/19,"(125, 125)","(232, 104)",11.1038334366
20160814_1002_1/2,"(125, 125)","(233, 144)",-9.97771262015
20160814_1002_1/20,"(125, 125)","(237, 147)",-11.1130405359
20160814_1002_1/21,"(125, 125)","(212, 50)",40.7636052009
20160814_1002_1/22,"(125, 125)","(214, 86)",23.6631407082
20160814_1002_1/23,"(125, 125)","(238, 117)",4.04958170327
20160814_1002_1/24,"(125, 125)","(235, 108)",8.78529871788
20160814_1002_1/25,"(125, 125)","(208, 71)",33.04812487
20160814_1002_1/26,"(125, 125)","(222, 90)",19.840698084
20160814_1002_1/27,"(125, 125)","(217, 87)",22.4427533653
20160814_1002_1/3,"(125, 125)","(127, 240)",-89.0036521035
20160814_1002_1/4,"(125, 125)","(237, 98)",13.5537640977
20160814_1002_1/5,"(125, 125)","(232, 90)",18.1130658075
20160814_1002_1/6,"(125, 125)","(231, 104)",11.2059475074
20160814_1002_1/7,"(125, 125)","(238, 106)",9.54452556556
20160814_1002_1/8,"(125, 125)","(50, 220)",-128.290163192
20160814_1002_1/9,"(125, 125)","(64, 222)",-122.164390514
20160814_1003_0/0,"(125, 125)","(193, 47)",48.9182488641
20160814_1003_0/1,"(125, 125)","(190, 38)",53.2356193242
20160814_1003_1/0,"(125, 125)","(221, 164)",-22.1094483438
20160814_1003_1/1,"(125, 125)","(237, 63)",28.9676606461
20160814_1003_1/10,"(125, 125)","(118, 216)",-94.398705355
20160814_1003_1/11,"(125, 125)","(45, 187)",-142.224315694
20160814_1003_1/12,"(125, 125)","(79, 228)",-114.065631581
20160814_1003_1/13,"(125, 125)","(80, 224)",-114.44395478
20160814_1003_1/14,"(125, 125)","(189, 27)",56.8530041677
20160814_1003_1/15,"(125, 125)","(100, 236)",-102.692665545
20160814_1003_1/16,"(125, 125)","(235, 97)",14.281095736
20160814_1003_1/17,"(125, 125)","(40, 218)",-132.426640537
20160814_1003_1/18,"(125, 125)","(223, 71)",28.8556612197
20160814_1003_1/19,"(125, 125)","(66, 236)",-117.992053045
20160814_1003_1/2,"(125, 125)","(241, 90)",16.7898303712
20160814_1003_1/20,"(125, 125)","(77, 211)",-119.16761338
20160814_1003_1/21,"(125, 125)","(74, 245)",-113.025492009
20160814_1003_1/22,"(125, 125)","(53, 231)",-124.186122486
20160814_1003_1/3,"(125, 125)","(235, 93)",16.2201936956
20160814_1003_1/4,"(125, 125)","(28, 214)",-137.462816676
20160814_1003_1/5,"(125, 125)","(29, 216)",-136.531607792
20160814_1003_1/6,"(125, 125)","(78, 240)",-112.229621091
20160814_1003_1/7,"(125, 125)","(216, 57)",36.7690248988
20160814_1003_1/8,"(125, 125)","(236, 97)",14.1576326497
20160814_1003_1/9,"(125, 125)","(37, 232)",-129.434901165
20160814_1004_1/0,"(125, 125)","(238, 208)",-36.2977762101
20160814_1004_1/1,"(125, 125)","(237, 169)",-21.4477363271
20160814_1004_1/10,"(125, 125)","(20, 221)",-137.563770211
20160814_1004_1/12,"(125, 125)","(49, 195)",-137.353296866
20160814_1004_1/2,"(125, 125)","(248, 125)",-0.0
20160814_1004_1/3,"(125, 125)","(20, 201)",-144.102622488
20160814_1004_1/4,"(125, 125)","(125, 214)",-90.0
20160814_1004_1/5,"(125, 125)","(235, 175)",-24.4439547804
20160814_1004_1/6,"(125, 125)","(241, 179)",-24.9627898308
20160814_1004_1/7,"(125, 125)","(54, 228)",-124.579287603
20160814_1004_1/8,"(125, 125)","(115, 214)",-96.4108400202
20160814_1004_1/9,"(125, 125)","(72, 223)",-118.405246433
20160814_1005_1/0,"(125, 125)","(78, 237)",-112.765009108
20160814_1005_1/1,"(125, 125)","(73, 223)",-117.950969028
20160814_1005_1/3,"(125, 125)","(120, 216)",-93.1449574647
20160814_1005_1/4,"(125, 125)","(114, 236)",-95.6594818402
20160814_1005_1/6,"(125, 125)","(35, 221)",-133.152389734
20160814_1005_1/7,"(125, 125)","(109, 230)",-98.6641354331
20160814_1005_1/8,"(125, 125)","(58, 235)",-121.345214142
20160814_1005_1/9,"(125, 125)","(34, 218)",-134.377244313
20160814_1006_1/0,"(125, 125)","(216, 145)",-12.3954068338
20160814_1007_1/0,"(125, 125)","(235, 122)",1.56222491684
20160814_1007_1/1,"(125, 125)","(224, 54)",35.6470207499
20160814_1007_1/10,"(125, 125)","(213, 43)",42.9786350596
20160814_1007_1/11,"(125, 125)","(224, 79)",24.9217705226
20160814_1007_1/12,"(125, 125)","(232, 74)",25.4841269904
20160814_1007_1/13,"(125, 125)","(229, 91)",18.1037630345
20160814_1007_1/14,"(125, 125)","(222, 59)",34.2318554389
20160814_1007_1/15,"(125, 125)","(235, 88)",18.5910677268
20160814_1007_1/16,"(125, 125)","(237, 82)",21.0032227114
20160814_1007_1/17,"(125, 125)","(237, 76)",23.6293777307
20160814_1007_1/2,"(125, 125)","(240, 109)",7.92073990164
20160814_1007_1/3,"(125, 125)","(238, 103)",11.0171116188
20160814_1007_1/4,"(125, 125)","(193, 50)",47.8024515199
20160814_1007_1/5,"(125, 125)","(232, 78)",23.7135948863
20160814_1007_1/6,"(125, 125)","(236, 50)",34.0459373566
20160814_1007_1/7,"(125, 125)","(246, 66)",25.994015804
20160814_1007_1/8,"(125, 125)","(222, 75)",27.2694719885
20160814_1007_1/9,"(125, 125)","(237, 78)",22.7650091075
