20160814_1001_1/1,"(125, 125)","(182, 86)",34.3803447238
20160814_1001_1/2,"(125, 125)","(186, 118)",6.54629078329
20160814_1001_1/3,"(125, 125)","(189, 80)",35.1120111844
20160814_1001_1/4,"(125, 125)","(189, 119)",5.35582504286
20160814_1001_1/5,"(125, 125)","(202, 90)",24.4439547804
20160814_1001_1/6,"(125, 125)","(187, 115)",9.16234704572
20160814_1002_0/0,"(125, 125)","(166, 86)",43.5679038158
20160814_1002_0/2,"(125, 125)","(179, 71)",45.0
20160814_1002_0/3,"(125, 125)","(144, 40)",77.3998401739
20160814_1002_0/4,"(125, 125)","(174, 65)",50.7626328866
20160814_1002_0/5,"(125, 125)","(160, 58)",62.4179707922
20160814_1002_1/0,"(125, 125)","(194, 67)",40.0497277657
20160814_1002_1/1,"(125, 125)","(132, 199)",-84.5962086398
20160814_1002_1/10,"(125, 125)","(189, 74)",38.5504652962
20160814_1002_1/12,"(125, 125)","(222, 91)",19.3163528195
20160814_1002_1/13,"(125, 125)","(215, 123)",1.27303002006
20160814_1002_1/14,"(125, 125)","(205, 64)",37.3255204831
20160814_1002_1/15,"(125, 125)","(220, 140)",-8.9726266149
20160814_1002_1/17,"(125, 125)","(201, 105)",14.7435628365
20160814_1002_1/18,"(125, 125)","(191, 82)",33.0848529287
20160814_1002_1/19,"(125, 125)","(202, 113)",8.85795876363
20160814_1002_1/2,"(125, 125)","(213, 118)",4.54804240913
20160814_1002_1/20,"(125, 125)","(216, 122)",1.88818800674
20160814_1002_1/21,"(125, 125)","(191, 68)",40.8150838749
20160814_1002_1/22,"(125, 125)","(200, 88)",26.2586595548
20160814_1002_1/23,"(125, 125)","(219, 110)",9.06650273982
20160814_1002_1/24,"(125, 125)","(204, 108)",12.1442780496
20160814_1002_1/25,"(125, 125)","(183, 63)",46.909152433
20160814_1002_1/26,"(125, 125)","(213, 119)",3.90049374238
20160814_1002_1/27,"(125, 125)","(173, 112)",15.1540680503
20160814_1002_1/3,"(125, 125)","(126, 175)",-88.8542371618
20160814_1002_1/4,"(125, 125)","(222, 104)",12.2157191341
20160814_1002_1/5,"(125, 125)","(207, 111)",9.68878656037
20160814_1002_1/6,"(125, 125)","(221, 110)",8.88065915052
20160814_1002_1/7,"(125, 125)","(210, 115)",6.70983680776
20160814_1002_1/8,"(125, 125)","(88, 202)",-115.665191462
20160814_1002_1/9,"(125, 125)","(86, 205)",-115.989233584
20160814_1003_0/0,"(125, 125)","(140, 55)",77.905242923
20160814_1003_0/1,"(125, 125)","(163, 57)",60.8025139539
20160814_1003_1/0,"(125, 125)","(221, 157)",-18.4349488229
20160814_1003_1/1,"(125, 125)","(198, 89)",26.2502423697
20160814_1003_1/10,"(125, 125)","(124, 206)",-90.7073193685
20160814_1003_1/11,"(125, 125)","(68, 183)",-134.501788387
20160814_1003_1/12,"(125, 125)","(98, 219)",-106.025867448
20160814_1003_1/13,"(125, 125)","(73, 188)",-129.536157187
20160814_1003_1/14,"(125, 125)","(146, 53)",73.7397952917
20160814_1003_1/15,"(125, 125)","(123, 207)",-91.3971810273
20160814_1003_1/16,"(125, 125)","(221, 116)",5.35582504286
20160814_1003_1/17,"(125, 125)","(71, 187)",-131.054813771
20160814_1003_1/18,"(125, 125)","(198, 91)",24.9739109059
20160814_1003_1/19,"(125, 125)","(95, 202)",-111.286405114
20160814_1003_1/2,"(125, 125)","(204, 114)",7.92692668269
20160814_1003_1/20,"(125, 125)","(70, 198)",-126.995271143
20160814_1003_1/21,"(125, 125)","(80, 220)",-115.346175942
20160814_1003_1/22,"(125, 125)","(57, 208)",-129.32697786
20160814_1003_1/3,"(125, 125)","(218, 120)",3.07745539942
