20160814_1001_1/1,"(125, 125)","(202, 79)",30.8542045059
20160814_1001_1/2,"(125, 125)","(211, 102)",14.9728757668
20160814_1001_1/3,"(125, 125)","(198, 78)",32.7748773243
20160814_1001_1/4,"(125, 125)","(233, 123)",1.06091169026
20160814_1001_1/5,"(125, 125)","(206, 74)",32.1957339347
20160814_1001_1/6,"(125, 125)","(205, 106)",13.3602184448
20160814_1002_0/0,"(125, 125)","(190, 70)",40.2363583093
20160814_1002_0/2,"(125, 125)","(210, 66)",34.7651972366
20160814_1002_0/3,"(125, 125)","(179, 39)",57.8750015596
20160814_1002_0/4,"(125, 125)","(215, 61)",35.4170552765
20160814_1002_0/5,"(125, 125)","(206, 51)",42.4142056576
20160814_1002_1/0,"(125, 125)","(225, 52)",36.1294441432
20160814_1002_1/1,"(125, 125)","(129, 240)",-88.007906427
20160814_1002_1/10,"(125, 125)","(223, 69)",29.7448812969
20160814_1002_1/12,"(125, 125)","(222, 86)",21.9031780818
20160814_1002_1/13,"(125, 125)","(225, 133)",-4.5739212599
20160814_1002_1/14,"(125, 125)","(227, 69)",28.7676493388
20160814_1002_1/15,"(125, 125)","(229, 159)",-18.1037630345
20160814_1002_1/17,"(125, 125)","(224, 99)",14.7150716506
20160814_1002_1/18,"(125, 125)","(219, 68)",31.2319095485
20160814_1002_1/19,"(125, 125)","(218, 112)",7.95752522692
20160814_1002_1/2,"(125, 125)","(233, 97)",14.5344550805
20160814_1002_1/20,"(125, 125)","(232, 140)",-7.98011374517
20160814_1002_1/21,"(125, 125)","(228, 81)",23.1314208146
20160814_1002_1/22,"(125, 125)","(228, 77)",24.9864332048
20160814_1002_1/23,"(125, 125)","(236, 127)",-1.03224469157
20160814_1002_1/24,"(125, 125)","(229, 124)",0.550903979219
20160814_1002_1/25,"(125, 125)","(212, 43)",43.3053529315
20160814_1002_1/26,"(125, 125)","(229, 97)",15.0684881595
20160814_1002_1/27,"(125, 125)","(236, 107)",9.21102654082
20160814_1002_1/3,"(125, 125)","(135, 228)",-84.4546826911
20160814_1002_1/4,"(125, 125)","(236, 97)",14.1576326497
20160814_1002_1/5,"(125, 125)","(231, 108)",9.11135704478
20160814_1002_1/6,"(125, 125)","(233, 94)",16.0154396063
20160814_1002_1/7,"(125, 125)","(239, 95)",14.7435628365
20160814_1002_1/8,"(125, 125)","(60, 219)",-124.663445854
20160814_1002_1/9,"(125, 125)","(48, 208)",-132.852414572
20160814_1003_0/0,"(125, 125)","(183, 29)",58.861027563
20160814_1003_0/1,"(125, 125)","(208, 35)",47.3170623859
20160814_1003_1/0,"(125, 125)","(221, 157)",-18.4349488229
20160814_1003_1/1,"(125, 125)","(232, 84)",20.9657118406
20160814_1003_1/10,"(125, 125)","(118, 237)",-93.576334375
20160814_1003_1/11,"(125, 125)","(34, 204)",-139.037710621
20160814_1003_1/12,"(125, 125)","(91, 228)",-108.267906207
20160814_1003_1/13,"(125, 125)","(57, 208)",-129.32697786
20160814_1003_1/14,"(125, 125)","(199, 89)",25.9422954899
20160814_1003_1/15,"(125, 125)","(108, 218)",-100.359052488
20160814_1003_1/16,"(125, 125)","(225, 102)",12.9527645134
20160814_1003_1/17,"(125, 125)","(47, 215)",-130.91438322
20160814_1003_1/18,"(125, 125)","(215, 103)",13.7362683056
