key,length,raw_angle,x0,y0,date,time,cam_angle
20160816_1200_1/1,82,5.47356398,69.8,40.5,16-08-16,12:00:02:182,-5.47356398
20160816_1200_1/2,94,4.780482101,69,42.5,16-08-16,12:00:04:826,-4.780482101
20160816_1200_1/3,73,5.632541662,69.8,39.8,16-08-16,12:00:07:521,-5.632541662
20160816_1200_1/4,85,4.855693559,69.8,34.4,16-08-16,12:00:09:879,-4.855693559
20160816_1200_1/6,81,5.212920953,71.3,39.3,16-08-16,12:00:14:223,-5.212920953
20160816_1200_1/7,79,5.224833726,70.5,37.8,16-08-16,12:00:14:239,-5.224833726
20160816_1200_1/8,87,5.766192425,76.5,31.2,16-08-16,12:00:16:943,-5.766192425
20160816_1200_1/9,95,4.878461055,76.7,31.7,16-08-16,12:00:19:360,-4.878461055
20160816_1200_1/10,98,5.528448318,73,35,16-08-16,12:00:22:117,-5.528448318
20160816_1200_1/11,87,4.939559106,70.5,37.5,16-08-16,12:00:24:660,-4.939559106
20160816_1200_1/12,84,4.941652434,70.5,36,16-08-16,12:00:24:675,-4.941652434
20160816_1200_1/13,107,5.436729066,70.8,34,16-08-16,12:00:27:234,-5.436729066
20160816_1200_1/14,95,4.916668127,66.1,29.5,16-08-16,12:00:29:980,-4.916668127
20160816_1200_1/15,107,5.625667235,66.4,28.4,16-08-16,12:00:32:592,-5.625667235
20160816_1200_1/16,80,4.763020536,60.1,32,16-08-16,12:00:35:199,-4.763020536
20160816_1200_1/18,56,5.714826709,64.2,36,16-08-16,12:00:38:043,-5.714826709
20160816_1200_1/19,88,4.796839819,60.5,36,16-08-16,12:00:39:916,-4.796839819
20160816_1200_1/20,88,5.510302816,60.3,37.4,16-08-16,12:00:42:530,-5.510302816
20160816_1200_1/21,84,5.007100052,58.3,35.3,16-08-16,12:00:45:143,-5.007100052
20160816_1200_1/24,84,5.402470682,57.4,33.2,16-08-16,12:00:47:729,-5.402470682
20160816_1201_1/0,41,4.745359073,61.2,64.4,16-08-16,12:01:11:647,-4.745359073
20160816_1201_1/1,86,5.127145305,58.2,61,16-08-16,12:01:14:197,-5.127145305
20160816_1201_1/2,100,5.223652648,59.6,66.2,16-08-16,12:01:17:450,-5.223652648
20160816_1201_1/3,85,4.763514536,57.4,55.6,16-08-16,12:01:21:912,-4.763514536
20160816_1201_1/4,92,5.537562571,59.3,49.8,16-08-16,12:01:24:163,-5.537562571
20160816_1201_1/5,67,4.439661382,58.8,48,16-08-16,12:01:26:429,-4.439661382
20160816_1201_0/2,49,1.473084843,40.7,47,16-08-16,12:01:26:592,1.668507811
20160816_1201_1/6,98,5.101896121,59,45.3,16-08-16,12:01:28:774,-5.101896121
20160816_1201_1/9,99,4.824185486,52.3,48,16-08-16,12:01:31:328,-4.824185486
20160816_1201_1/10,112,5.222957374,52.2,47.7,16-08-16,12:01:33:780,-5.222957374
20160816_1201_1/11,91,4.870045844,54.6,50.4,16-08-16,12:01:36:534,-4.870045844
20160816_1201_0/8,44,3.050886801,109.8,52.3,16-08-16,12:01:36:892,0.090705853
20160816_1201_0/10,113,4.800671947,68.5,25.5,16-08-16,12:01:38:902,-1.659079293
20160816_1201_1/12,104,5.465557229,51.5,42.5,16-08-16,12:01:39:284,-5.465557229
20160816_1201_0/11,50,4.766108501,66.8,32.5,16-08-16,12:01:39:530,-1.624515847
20160816_1201_1/13,58,4.998741932,49.8,41,16-08-16,12:01:41:993,-4.998741932
